,value,group
5287,1.61,"Lamb, Veal, and Game Products"
5288,1.82,"Lamb, Veal, and Game Products"
5289,1.87,"Lamb, Veal, and Game Products"
5290,3.68,"Lamb, Veal, and Game Products"
5291,1.47,"Lamb, Veal, and Game Products"
5292,2.24,"Lamb, Veal, and Game Products"
5293,2.24,"Lamb, Veal, and Game Products"
5294,3.8,"Lamb, Veal, and Game Products"
5295,1.97,"Lamb, Veal, and Game Products"
5296,4.25,"Lamb, Veal, and Game Products"
5297,4.66,"Lamb, Veal, and Game Products"
5298,7.89,"Lamb, Veal, and Game Products"
5299,5.63,"Lamb, Veal, and Game Products"
5300,12.02,"Lamb, Veal, and Game Products"
5301,11.23,"Lamb, Veal, and Game Products"
5302,11.9,"Lamb, Veal, and Game Products"
5303,1.8,"Lamb, Veal, and Game Products"
5304,1.93,"Lamb, Veal, and Game Products"
5305,1.16,"Lamb, Veal, and Game Products"
5306,1.2,"Lamb, Veal, and Game Products"
5307,3.72,"Lamb, Veal, and Game Products"
5308,1.93,"Lamb, Veal, and Game Products"
5309,2.68,"Lamb, Veal, and Game Products"
5310,2.6,"Lamb, Veal, and Game Products"
5311,5.2,"Lamb, Veal, and Game Products"
5312,2.84,"Lamb, Veal, and Game Products"
5313,3.94,"Lamb, Veal, and Game Products"
5314,1.61,"Lamb, Veal, and Game Products"
5315,1.91,"Lamb, Veal, and Game Products"
5316,1.55,"Lamb, Veal, and Game Products"
5317,2.13,"Lamb, Veal, and Game Products"
5318,2.32,"Lamb, Veal, and Game Products"
5319,2.99,"Lamb, Veal, and Game Products"
5320,2.63,"Lamb, Veal, and Game Products"
5321,4.51,"Lamb, Veal, and Game Products"
5322,3.41,"Lamb, Veal, and Game Products"
5323,4.67,"Lamb, Veal, and Game Products"
5324,3.52,"Lamb, Veal, and Game Products"
5325,4.74,"Lamb, Veal, and Game Products"
5326,5.22,"Lamb, Veal, and Game Products"
5327,7.69,"Lamb, Veal, and Game Products"
5328,3.43,"Lamb, Veal, and Game Products"
5329,4.53,"Lamb, Veal, and Game Products"
5330,3.58,"Lamb, Veal, and Game Products"
5331,4.72,"Lamb, Veal, and Game Products"
5332,3.13,"Lamb, Veal, and Game Products"
5333,4.2,"Lamb, Veal, and Game Products"
5334,2.65,"Lamb, Veal, and Game Products"
5335,3.6,"Lamb, Veal, and Game Products"
5336,3.52,"Lamb, Veal, and Game Products"
5337,2.87,"Lamb, Veal, and Game Products"
5338,4.21,"Lamb, Veal, and Game Products"
5339,3.62,"Lamb, Veal, and Game Products"
5340,4.12,"Lamb, Veal, and Game Products"
5341,6.8,"Lamb, Veal, and Game Products"
5342,5.58,"Lamb, Veal, and Game Products"
5343,5.44,"Lamb, Veal, and Game Products"
5344,3.52,"Lamb, Veal, and Game Products"
5345,6.24,"Lamb, Veal, and Game Products"
5346,5.01,"Lamb, Veal, and Game Products"
5347,4.58,"Lamb, Veal, and Game Products"
5348,4.4,"Lamb, Veal, and Game Products"
5349,6.98,"Lamb, Veal, and Game Products"
5350,5.77,"Lamb, Veal, and Game Products"
5351,5.72,"Lamb, Veal, and Game Products"
5352,2.58,"Lamb, Veal, and Game Products"
5353,3.61,"Lamb, Veal, and Game Products"
5354,3.37,"Lamb, Veal, and Game Products"
5355,4.8,"Lamb, Veal, and Game Products"
5356,2.72,"Lamb, Veal, and Game Products"
5357,3.67,"Lamb, Veal, and Game Products"
5358,1.94,"Lamb, Veal, and Game Products"
5359,2.76,"Lamb, Veal, and Game Products"
5360,2.19,"Lamb, Veal, and Game Products"
5361,2.73,"Lamb, Veal, and Game Products"
5362,2.91,"Lamb, Veal, and Game Products"
5363,4.76,"Lamb, Veal, and Game Products"
5364,3.4,"Lamb, Veal, and Game Products"
5365,3.2,"Lamb, Veal, and Game Products"
5366,5.0,"Lamb, Veal, and Game Products"
5367,0.76,"Lamb, Veal, and Game Products"
5368,2.33,"Lamb, Veal, and Game Products"
5369,3.64,"Lamb, Veal, and Game Products"
5370,3.47,"Lamb, Veal, and Game Products"
5371,3.85,"Lamb, Veal, and Game Products"
5372,4.19,"Lamb, Veal, and Game Products"
5373,3.99,"Lamb, Veal, and Game Products"
5374,6.63,"Lamb, Veal, and Game Products"
5375,4.02,"Lamb, Veal, and Game Products"
5376,6.81,"Lamb, Veal, and Game Products"
5377,3.67,"Lamb, Veal, and Game Products"
5378,4.68,"Lamb, Veal, and Game Products"
5379,4.21,"Lamb, Veal, and Game Products"
5380,5.14,"Lamb, Veal, and Game Products"
5381,1.06,"Lamb, Veal, and Game Products"
5382,1.48,"Lamb, Veal, and Game Products"
5383,5.4,"Lamb, Veal, and Game Products"
5384,6.96,"Lamb, Veal, and Game Products"
5385,6.08,"Lamb, Veal, and Game Products"
5386,7.93,"Lamb, Veal, and Game Products"
5387,3.75,"Lamb, Veal, and Game Products"
5388,4.43,"Lamb, Veal, and Game Products"
5389,4.25,"Lamb, Veal, and Game Products"
5390,4.83,"Lamb, Veal, and Game Products"
5391,4.04,"Lamb, Veal, and Game Products"
5392,4.49,"Lamb, Veal, and Game Products"
5393,4.5,"Lamb, Veal, and Game Products"
5394,4.86,"Lamb, Veal, and Game Products"
5395,2.95,"Lamb, Veal, and Game Products"
5396,4.24,"Lamb, Veal, and Game Products"
5397,3.5,"Lamb, Veal, and Game Products"
5398,4.76,"Lamb, Veal, and Game Products"
5399,3.21,"Lamb, Veal, and Game Products"
5400,4.83,"Lamb, Veal, and Game Products"
5401,3.58,"Lamb, Veal, and Game Products"
5402,5.21,"Lamb, Veal, and Game Products"
5403,3.32,"Lamb, Veal, and Game Products"
5404,4.95,"Lamb, Veal, and Game Products"
5405,3.58,"Lamb, Veal, and Game Products"
5406,5.21,"Lamb, Veal, and Game Products"
5407,2.5,"Lamb, Veal, and Game Products"
5408,3.36,"Lamb, Veal, and Game Products"
5409,2.69,"Lamb, Veal, and Game Products"
5410,3.48,"Lamb, Veal, and Game Products"
5411,1.94,"Lamb, Veal, and Game Products"
5412,3.0,"Lamb, Veal, and Game Products"
5413,2.2,"Lamb, Veal, and Game Products"
5414,3.28,"Lamb, Veal, and Game Products"
5415,4.09,"Lamb, Veal, and Game Products"
5416,5.85,"Lamb, Veal, and Game Products"
5417,4.87,"Lamb, Veal, and Game Products"
5418,6.65,"Lamb, Veal, and Game Products"
5419,3.52,"Lamb, Veal, and Game Products"
5420,6.64,"Lamb, Veal, and Game Products"
5421,4.16,"Lamb, Veal, and Game Products"
5422,7.78,"Lamb, Veal, and Game Products"
5423,4.37,"Lamb, Veal, and Game Products"
